Reference Handle,Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Auntie Jummy's Candy & Snacks,New Quantity Auntie Jummy's Candy & Snacks,Stock Alert Enabled Auntie Jummy's Candy & Snacks,Stock Alert Count Auntie Jummy's Candy & Snacks
#red-vines-sugar-free-strawberry-soft-chewy-licorice-twists-oz-regular,7SSFPH74VXFVRH3HWN7F5UWI,Red Vines Sugar Free Strawberry Soft & Chewy Licorice Twists oz,Regular,F165746,,Cookies > candy,Cookies > candy,,,,41364003412,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#reese-s-thins-milk-chocolate-peanut-butter-cups-candy-7-37-oz-regular,AETQOXCHXXT2XFRK3ZW2BMI3,Reese S Thins Milk Chocolate Peanut Butter Cups Candy 7.37 oz,Regular,G470184,,Cookies > candy,Cookies > candy,,,,34000460601,,Physical good,,,,,,,,6.99,,N,,,,,,,3,,,
#reese-s-thins-white-creme-peanut-butter-cups-candy-share-pack-oz-regular,ZSI757V6LWPGMFTVLOJS2ANE,Reese S Thins White Creme Peanut Butter Cups Candy share Pack oz,Regular,997188L,,Cookies > candy,Cookies > candy,,,,34000490639,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#reese-s-pieces-candy-peanut-butter-candy-in-a-crunchy-shell-regular,RSY4AE73UYSZ3XM6ORQNA2ZC,"Reese'S Pieces Candy, Peanut Butter Candy in a Crunchy Shell",Regular,9183648,,Candy,Candy,,,,34000114702,,Physical good,,,,,,,,1.99,,N,,,,,,,-2,,,
#reese-s-pieces-candy-peanut-butter-candy-in-a-crunchy-shell-9oz-regular,EVYBR77K6E6J3RFO6XQPCWOI,"Reese'S Pieces Candy, Peanut Butter Candy in a Crunchy Shell 9oz",Regular,9607770,,Cookies > candy,Cookies > candy,,,,34000995158,,Physical good,,,,,,,,6.99,,N,,,,,,,7,,,
#reese-s-with-oreo-milk-chocolate-and-white-cre-me-peanut-butter-cups-candy-9-0oz-regular,FP5BS6C5LOA5CRRPPSZI5VUV,Reese's With Oreo Milk Chocolate and White Crème Peanut Butter Cups Candy 9.0oz,Regular,290794Q,,Cookies > candy,Cookies > candy,,,,34000458110,,Physical good,,,,,,Y,Y,6.99,,N,,,,,,,0,,,
#reeses-miniature-cups-2-4oz-regular,GMZ52SU6H22UP2JVUXXKORQO,Reeses Miniature Cups 2.4oz,Regular,34000446711,,Cookies > candy,Cookies > candy,,,,34000446711,,Physical good,,,,,,,,1.99,,N,,,,,,,-1,,,
#regina-andrew-lillian-sconce-regular,YIWFV5WYAYXGKEB4YBN2THKM,Regina Andrew Lillian Sconce,Regular,D551467,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,36,,,
#reign-total-body-fuel-sour-gummy-worm-performance-energy-drink-1-count-16-fl-oz-regular,5TQGG7ZZSSWZ4QRHYD4UWE2C,Reign Total Body Fuel  Sour Gummy Worm  Performance Energy Drink  1 Count  16 fl oz,Regular,464556H,,Chips > Drinks,Chips > Drinks,,,,8.15154E+11,,Physical good,,,,,,,,2.99,,N,,,,,,,8,,,
#reign-total-body-fuel-sour-gummy-worm-performance-energy-drink-1-count-16-fl-oz-1-regular,NXWUIJVA6EWCTUQ3O7UGLQ3G,Reign Total Body Fuel  Sour Gummy Worm  Performance Energy Drink  1 Count  16 fl oz [t084343],Regular,T084343,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.99,,N,,,,N,,,24,,,
#riesen-chewy-dark-chocolate-caramel-candy-2-65-ounce-individually-wrapped-candy-bulk-candy-chocolate-candy-bag-of-candy-sweets-for-home-road-trips-or-parties-regular,P6RHYCV4MFHH25YCW7V2WLFW,"Riesen Chewy Dark Chocolate Caramel Candy, 2.65 Ounce, Individually Wrapped Candy, Bulk Candy, Chocolate Candy, Bag of Candy, Sweets for Home, Road Trips or Parties",Regular,5271750,,Cookies > candy,Cookies > candy,,,,72799035938,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#ritter-sport-bar-strawberries-and-crme-regular,VQ7TBJFCCVV26HRW5TGCRAJ7,Ritter Sport - Bar Strawberries and Crme,Regular,6870807,,water > Snacks,water > Snacks,,,,50255237003,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,,,,
#ritter-sport-chocolate-bars-with-nuts-milk-chocolate-with-hazelnuts-regular,6K2VXR44WF6U7QMMJUDDC4F2,Ritter Sport Chocolate Bars with Nuts (Milk Chocolate with Hazelnuts,Regular,B696932,,Cookies > candy,Cookies > candy,,,,50255019005,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,2,,,
#ritter-sport-dark-chocolate-with-marzipan-filling--regular,7WVFMOP25JH6B5NXHE45NK3K,Ritter Sport Dark Chocolate with Marzipan filling,Regular,8584492,,water > Snacks,water > Snacks,,,,50255025006,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,2,,,
#ritter-sport-dark-chocolate-with-whole-hazelnuts-regular,2TN7NUN4ZUM4P645TZO5NXJW,Ritter Sport Dark chocolate with whole Hazelnuts,Regular,6865480,,water > Snacks,water > Snacks,,,,,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,,,,
#ritter-sport-milk-chocolate-with-crunchy-salted-caramel-3-5-oz-bars-regular,M6HS5P3JPAPXHVFZZOQ7UQTP,"Ritter Sport Milk Chocolate with Crunchy Salted Caramel, 3.5 oz Bars",Regular,7896707,,water > Snacks,water > Snacks,,,,50255271007,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,2,,,
#ritter-sport-whole-hazelnut-dark-bar-regular,UFNQK6VJQMBI7WEK5BYGND2P,Ritter Sport Whole Hazelnut Dark Bar,Regular,M152855,,"water > Snacks, Cookies > candy",water > Snacks,,,,50255224003,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,2,,,
#ritter-sport-with-strawberry-cream--regular,MJFFHJTWJAGKV5NOTWB76GDB,Ritter sport with Strawberry Cream,Regular,L459476,,water > Snacks,water > Snacks,,,,50255237003,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#rolo-rich-chocolate-caramels-candy-10-6-oz-regular,347V645FPQ3BQXVFAB2CWOHC,Rolo® Rich Chocolate Caramels Candy 10.6 oz,Regular,874293Q,,,,,,,34000379248,visible,Physical good,,,,,,,,5.79,,N,,,,N,,,14,,,
#root-beer-regular,7PFMMCH6WBZRN4HJ5CAO2TJ6,Root Beer,Regular,117175V,,,,,,,78000052169,visible,Physical good,,,,,,,,9.99,,N,,,,N,,,10,,,
#root-beer-soda-regular,OBGBI6LB773OKNKKUMFS2OTF,Root Beer Soda,Regular,J724100,,,,,,,12000810008,visible,Physical good,,,,,,,,9.99,,N,,,,N,,,,,,
#root-beer-zero-calorie-soda-regular,UNQIFFCMA4HEYPHUYPHCYFXA,Root Beer Zero Calorie Soda,Regular,441932L,,,,,,,12000810077,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#root-fiber-regular,XHPMCGM7ALIAIR3CWBLANZPP,Root Fiber,Regular,G593104,,Chips > Drinks,Chips > Drinks,,,,78000052404,visible,Physical good,,,,,,,,2.99,,N,,,,N,,,,,,
#ruffles-2-5-oz-flamin-hot-regular,WLNTGWFA7J4ECHHEH2MRQYN6,Ruffles 2.5 oz Flamin Hot,Regular,G786205,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,5,,,
#ruffles-2-5-oz-queso-regular,RZFSEC54VO44JTOFFV3VSX3T,Ruffles 2.5 oz Queso,Regular,3718915,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,4,,,
#ruffles-2-5-oz-sour-cream-onion-regular,MK473QTFD437W2L2ITGJT5BM,Ruffles 2.5 oz Sour Cream & Onion,Regular,F821127,,,,,,,28400769051,,Physical good,,,,,,,,2.69,,N,,,,,,,-4,,,
#ruffles-2-5-oz-sour-cream-onion-1-regular,3UXPQ4LXKQEY2M7MGWMWE7HJ,Ruffles 2.5 oz Sour Cream & Onion [3310019],Regular,3310019,,,,,,,,,Physical good,,,,,,,,2.69,,N,,,,,,,4,,,
#ruffles-cheddar-sour-cream-potato-chips-regular,6Y6J23RD3XFRZJ3RLIIORKNJ,Ruffles Cheddar Sour Cream Potato Chips,Regular,9042194,,water > Snacks,water > Snacks,,,,28400769075,,Physical good,,,,,,,,2.69,,N,,,,,,,25,,,
#ruffles-flamin-bbq-flavored-potato-chips-oz-bag-regular,4VA3FKSJXD2MBZUXEB5INLHH,Ruffles Flamin BBQ Flavored Potato Chips oz Bag,Regular,1586757,,,,,,,,,Physical good,,,,,,,,5.99,,N,,,,,,,2,,,
#ruffles-potato-chips-flamin-flavored-8-0-oz-regular,U5RAAQASXMRVPSRRLQMZQBOO,Ruffles Potato Chips Flamin Flavored 8.0 oz,Regular,X758033,,,,,,,,,Physical good,,,,,,,,5.99,,N,,,,,,,2,,,
#ruffles-potato-chips-flamin-flavored-8-0-oz-1-regular,VSQDJR7IUBAFMICV4H53RFCE,Ruffles Potato Chips Flamin Flavored 8.0 oz [5434883],Regular,5434883,,water > Snacks,water > Snacks,,,,28400517225,,Physical good,,,,,,Y,Y,5.99,,N,,,,,,,-1,,,
#ruffles-potato-chips-original-8-5-oz-regular,ZHQ37UUB6EOUZBDFBSSUEN54,Ruffles Potato Chips Original 8.5 oz,Regular,484726K,,,,,,,,,Physical good,,,,,,,,5.99,,N,,,,,,,2,,,
#ruffles-potato-chips-sour-cream-onion-regular,HL3B5534KBRAU2S53WULMJBP,"Ruffles Potato Chips, Sour Cream & Onion",Regular,959583G,,,,,,,,,Physical good,,,,,,,,5.99,,N,,,,,,,2,,,
#russell-stover-sugar-free-milk-chocolate-pecan-delight-peg-bag-regular,JCIB5KWCLQK6FPCIXQ7ZMOEB,Russell Stover Sugar Free Milk Chocolate Pecan Delight Peg Bag,Regular,398310X,,Cookies > candy,Cookies > candy,,,,77260114464,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#skittles-pop-d-sour-freeze-dried-candy-resealable-candy-bag-5-5oz-regular,DRGCPBFH6UGULHELTOX5JTIW,SKITTLES POP'd Sour Freeze Dried Candy Resealable Candy Bag 5.5oz,Regular,7075799,,Cookies > candy,Cookies > candy,,,,22000301284,visible,Physical good,,,,,,,,7.25,,N,,,,N,,,,,,
#sour-patch-kids-lemonade-fest-soft-chewy-candy-regular,EK6J4NTOMGJNGRIYQVZTZVB4,SOUR PATCH KIDS Lemonade Fest Soft & Chewy Candy,Regular,Q869481,,Cookies > candy,Cookies > candy,,,,70462010916,,Physical good,,,,,,,,1.5,,N,,,,,,,3,,,
#sour-patch-kids-lemonade-fest-soft-chewy-candy-1-regular,ZRMAGMQF4XITZOCHE7JI45AZ,SOUR PATCH KIDS Lemonade Fest Soft & Chewy Candy [3196193],Regular,3196193,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.5,,N,,,,,,,5,,,
#spk-apple-hrvst-mx-3-58oz-regular,JQNFRN2WEVEZMNI7G2NFCBQS,SPK Apple HrVst MX 3.58oz,Regular,8371752,,,,,,,,,Physical good,,,,,,,,1.25,,N,,,,,,,3,,,
#sargento-balanced-breaks-cheese-crackers-pepper-jack-colby-jack-natural-cheeses-and-ritz-mini-original-crackers-snack-kit-regular,RW6JIVAMHDYKAAN6DW5KSBMN,"Sargento Balanced Breaks Cheese & Crackers, Pepper Jack & Colby-Jack Natural Cheeses and Ritz Mini Original Crackers Snack Kit",Regular,3268616,,water > Snacks,water > Snacks,,,,46100354032,visible,Physical good,,,,,,,,2.29,,N,,,,N,,,20,,,
#skittles-freezer-pops-10-freeze-pop-box-lot-of-2-regular,ZJDYHNNOLXCRM347WX7YXSVW,Skittles Freezer Pops ~10 Freeze Pop Box Lot of 2,Regular,7579736,,Ice cream,Ice cream,,,,72392636914,visible,Physical good,,,,,,,,variable,,N,,,,N,,,4,,,
#skittles-fuego-gummies-candy-5-8oz-regular,IV7BHJ4QAZORST3R7OHBXQTL,Skittles Fuego Gummies Candy 5.8oz,Regular,E671338,,water > Snacks,water > Snacks,,,,22000330499,,Physical good,,,,,,Y,Y,3.25,,N,,,,N,,,0,,,
#skittles-gummies-2-93oz-regular,VBHPEKVWSUJUBG2FV65Q4ZSD,Skittles Gummies 2.93oz,Regular,1819440,,water > Snacks,water > Snacks,,,,22000287359,,Physical good,,,,,,,,1.99,,N,,,,,,,2,,,
#skittles-littles-original-fruity-chewy-mini-candy-7-2oz-regular,TMB6HM2MXZE5E3YP3ABQTHFQ,Skittles Littles Original Fruity Chewy Mini Candy 7.2oz,Regular,22000294661,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,3.29,,N,,,,,,,1,,,
#skittles-original-gummy-candy-regular,LBVP6GCOB6DEZG3CCYXLHMWZ,Skittles Original Gummy Candy,Regular,231721E,,,,,,,22000287311,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#skittles-original-gummy-candy-1-regular,NRJC2QGWIFBWOSZ3SGFUMHZ6,Skittles Original Gummy Candy [y209472],Regular,Y209472,,,,,,,22000285942,,Physical good,,,,,,Y,Y,3.79,,N,,,,,,,0,,,
#skittles-original-gummy-candy-12oz-regular,LROSQMO5BZIKYBMBAHD6FFIW,Skittles Original Gummy Candy 12oz,Regular,617899G,,Cookies > candy,Cookies > candy,,,,22000287311,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#skittles-original-gummy-candy-2-17-oz-bag-regular,WF4CKSSNVVLMJ5VPSFIPUMGO,Skittles Original Gummy Candy 2.17 oz Bag,Regular,T866908,,Cookies > candy,Cookies > candy,,,,40000001607,,Physical good,,,,,,,,1.5,,N,,,,,,,35,,,
#skittles-sour-gummies-chewy-candy-12oz-regular,FIPYWBY5HVI7TEIUW2ZB3ZKQ,Skittles Sour Gummies Chewy Candy 12oz,Regular,662656F,,Cookies > candy,Cookies > candy,,,,22000289681,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#skittles-wild-berry-gummy-candy-12oz-bag-regular,RKBF3KKJB52FG2M7655OTBD4,Skittles Wild Berry Gummy Candy 12oz bag,Regular,M592470,,Cookies > candy,Cookies > candy,,,,22000287335,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#smartfood-white-cheddar-popcorn-oz-bag-regular,RIZN4RKFPH36KMRF475REF2Y,Smartfood White Cheddar Popcorn oz bag,Regular,V233860,,,,,,,,,Physical good,,,,,,,,5.19,,N,,,,,,,4,,,
#smarties-squashies-foam-gummies-debut-ounce-peg-bag-regular,DIHFRL27HJT7S5TMEXFW7W2V,Smarties Squashies Foam Gummies Debut ounce Peg Bag,Regular,8317646,,Cookies > candy,Cookies > candy,,,,11206001258,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#smartwater-vapor-distilled-premium-water-bottle-regular,AOTJYBIGYPRWW6XYJ2VJXHXX,Smartwater Vapor Distilled Premium Water Bottle,Regular,3552295,,,,,,,7.86162E+11,,Physical good,,,,,,,,2.5,,N,,,,,,,-2,,,
#smartwater-vapor-distilled-premium-water-bottle-1qt-1-8oz-regular,I5GUBMDADBXVQ2RIGCFKJ5LN,Smartwater Vapor Distilled Premium Water Bottle 1qt 1.8oz,Regular,8298972,,,,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,12,,,
#snack-factory-pretzel-crisps-regular,5H3L3BVNKZZUXELNDJJKLVPM,"Snack Factory, Pretzel Crisps",Regular,Y056529,,snacks,snacks,,,,49508008354,,Physical good,,,,,,Y,Y,10.99,,N,,,,,,,0,,,
#snapple-fruit-punch-20oz-regular,IW4XF5VF4ZI67QX53ZSSETZ2,Snapple Fruit Punch 20oz,Regular,J386145,,Chips > Drinks,Chips > Drinks,,,,76183202050,visible,Physical good,,,,,,,,1.6,,N,,,,N,,,11,,,
#snapple-r-kiwi-strawberry-iced-tea-24-carton-regular,WP3ZXOPHTUQAYXUXBUALJGLS,Snapple(R) Kiwi Strawberry Iced Tea 24-Carton,Regular,Q726404,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,1.6,,N,,,,N,,,24,,,
#snickers-5-2oz-regular,MTBTATVOG5XIVDJWQGUEADBL,Snickers 5.2oz,Regular,5109518,,,,,,,40000596882,visible,Physical good,,,,,,,,4,,N,,,,N,,,,,,
#snickers-full-size-bulk-milk-chocolate-candy-bars-1-86oz-regular,OQYQBTIRIPJ7VFQJN6BSPH4P,Snickers Full Size Bulk Milk Chocolate Candy Bars 1.86oz,Regular,758020L,,water > Snacks,water > Snacks,,,,40000424314,,Physical good,,,,,,,,1.99,,N,,,,,,,23,,,
#snickers-ice-cream-bar-2oz-regular,HJTOSWF5QAHDA6H76HM4KQ46,Snickers Ice Cream Bar 2oz,Regular,231981Q,,Ice cream,Ice cream,,,,47677001510,,Physical good,,,,,,,,2,,N,,,,,,,46,,,
#snickers-minis-size-milk-chocolate-candy-bars-2-48oz-regular,LVDO4XL2LHDQVOTT3OZH2SF7,Snickers Minis Size Milk Chocolate Candy Bars 2.48oz,Regular,3554923,,Cookies > candy,Cookies > candy,,,,40000565079,,Physical good,,,,,,,,1.99,,N,,,,,,,8,,,
#snickers-original-milk-chocolate-bars-regular,TVWXEGCSXEAEN35GLM6YSN7R,Snickers Original Milk Chocolate Bars,Regular,K725839,,Cookies > candy,Cookies > candy,,,,40000596370,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#snickers-peanut-butter-sharing-sup-8-29oz-regular,K2Y4NOCDIT735UK473TZS2MM,Snickers Peanut Butter Sharing SUP 8.29oz,Regular,820609N,,Cookies > candy,Cookies > candy,,,,40000640929,,Physical good,,,,,,,,6.99,,N,,,,,,,4,,,
#snyder-s-of-hanover-mini-pretzels-1-5-oz-bags-regular,BTWOUY6A6M4Z6WJPFGGCLA7N,"Snyder's of Hanover Mini Pretzels, 1.5 oz Bags",Regular,9568932,,,,,,,77975022177,,Physical good,,,,,,,,0.5,,N,,,,,,,59,,,
#sour-dudes-sour-sour-belts-chewy-gummy-candy-rainbow-berry-flavor-5oz-regular,GRFISN7QIIYVIP3T7B6WMEY6,Sour Dudes-Sour Sour Belts Chewy Gummy Candy Rainbow Berry Flavor 5oz,Regular,1289206,,Cookies > candy,Cookies > candy,,,,41396095195,,Physical good,,,,,,,,1.99,,N,,,,,,,1,,,
#sour-patch-apple-hrvst-mx-3-58oz-regular,QKSULU76LUZUBRK4NI5U63QI,Sour Patch Apple HrVst MX 3.58oz,Regular,70462009750,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,1.99,,N,,,,,,,2,,,
#sour-patch-kids-candy-watermelon-3-5-ounce-box-regular,6CMMD3SXZA4R26ZAFYOAIT7F,"Sour Patch Kids Candy (Watermelon, 3.5-Ounce Box",Regular,1326409,,Cookies > candy,Cookies > candy,,,,70462082517,,Physical good,,,,,,,,1.89,,N,,,,,,,4,,,
#sour-patch-kids-grape-soft-and-chewy-candy-oz-regular,A6XANA3WLZYYGBDDOGFZIWPY,Sour Patch Kids Grape Soft and Chewy Candy oz,Regular,995253S,,Cookies > candy,Cookies > candy,,,,70462009019,,Physical good,,,,,,,,1.5,,N,,,,,,,2,,,
#sour-patch-kids-original-soft-chewy-candy-size-12oz-regular,PPOO5GNT2CCHCHZKG7HSUHOF,Sour Patch Kids Original Soft & Chewy Candy Size 12oz,Regular,Q640887,,Cookies > candy,Cookies > candy,,,,70462008234,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#sour-patch-kids-soft-chewy-candy-valentines-candy-2oz-regular,DNQL5ELON4J6O3NXCBUCDCAA,"Sour Patch Kids Soft & Chewy Candy, Valentines Candy, 2oz",Regular,N433150,,Cookies > candy,Cookies > candy,,,,70462098501,,Physical good,,,,,,,,1.5,,N,,,,,,,23,,,
#sour-patch-kids-watermelon-soft-chewy-candy-size-12oz-regular,G2MG2WF377ER3APCP6L3OLKV,Sour Patch Kids Watermelon Soft & Chewy Candy Size 12oz,Regular,2228314,,Cookies > candy,Cookies > candy,,,,70462008241,visible,Physical good,,,,,,,,6.25,,N,,,,N,,,,,,
#sour-punch-asst-bites-3-7oz-regular,ZNPSWEHZNV6Z527PHJZ5OD5J,Sour Punch Asst Bites 3.7oz,Regular,5669776,,Cookies > candy,Cookies > candy,,,,41364084985,,Physical good,,,,,,Y,Y,1.99,,N,,,,,,,0,,,
#sour-skittles-1-80oz-regular,BJ3ZJX5CV4MQMK3DQKKPT6OX,Sour Skittles 1.80oz,Regular,9833850,,Cookies > candy,Cookies > candy,,,,4026606,,Physical good,,,,,,,,1.5,,N,,,,,,,23,,,
#sparkling-ice-kiwi-strawberry-regular,UQAKH64O7T47ZVHUZYWDQ4YQ,Sparkling ICE Kiwi Strawberry,Regular,W499819,,Chips > Drinks,Chips > Drinks,,,,16571910327,,Physical good,,,,,,,,1.25,,N,,,,,,,-1,,,
#sparkling-ice-orange-mango-17oz-regular,KMFZEG4S7FEGJPHQRTS27SQC,Sparkling Ice Orange mango 17oz,Regular,J992308,,Chips > Drinks,Chips > Drinks,,,,16571910310,,Physical good,,,,,,,,1.25,,N,,,,,,,-1,,,
#sparkling-ice-sparkling-ice-blk-raspberry-crv-regular,SY75HLWB6JLYZHH7U24OYF7W,"Sparkling Ice, Sparkling ICE BLK Raspberry +CRV",Regular,Z819875,,Chips > Drinks,Chips > Drinks,,,,16571910303,,Physical good,,,,,,,,1.25,,N,,,,,,,0,,,
#sparkling-water-regular,YFETCRWKCDENOIYBRHWY62OO,Sparkling Water,Regular,9973719,,,,,,,16571940355,,Physical good,,,,,,,,1.25,,N,,,,,,,6,,,
#sports-drink-lemon-20-oz-plastic-bottles-regular,HPLDEIENAMVOMQF47LQWNFW6,"Sports Drink, Lemon, 20 oz. Plastic Bottles",Regular,K610412,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,1.25,,N,,,,,,,16,,,
#sports-drink-lemon-20-oz-plastic-bottles-1-regular,FJRS5POTQ3SSU4YXQQJFBJSP,"Sports Drink, Lemon, 20 oz. Plastic Bottles [y895160]",Regular,Y895160,,Chips > Drinks,Chips > Drinks,,,,52000328684,,Physical good,,,,,,,,2.5,,N,,,,,,,0,,,
#sprite-chill-soda-cherry-lime-regular,Y6CG7SNB4DMBUVIZOERVG4Y4,Sprite Chill Soda Cherry Lime,Regular,944614Z,,Chips > Drinks,Chips > Drinks,,,,49000555677,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#sprite-lemon-lime-soda-soft-drinks-12-fl-oz-regular,H7NJTSCIRJVPWHICG3QICTBO,"Sprite Lemon Lime Soda Soft Drinks, 12 Fl Oz",Regular,336860R,,,,,,,49000028928,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#sprite-lemon-lime-soda-regular,Q2Z7N3E3NOZEKG7ZWONLJVDI,Sprite Lemon-lime Soda,Regular,N479394,,Chips > Drinks,Chips > Drinks,,,,4976400,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#sprite-soda-lemon-lime-16-9-oz-regular,Q3LBLVC2BNDSXKH6A62FS4XF,"Sprite Soda, Lemon-lime 16.9 oz",Regular,896471C,,,,,,,49000024708,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#sprite-zero-bottles-16-9-fl-oz--regular,2GAJXQV4ABJX5HLBOXX2WTTZ,"Sprite Zero Bottles, 16.9 Fl. Oz.",Regular,D718164,,,,,,,49000037173,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#sprite-zero-caffeine-free-lemon-lime-soda-regular,FN4PB6XRQHIBQVOHYEWH2RFQ,Sprite Zero Caffeine-Free Lemon-lime Soda,Regular,8533687,,Chips > Drinks,Chips > Drinks,,,,49000037197,,Physical good,,,,,,Y,Y,2.5,,N,,,,,,,-3,,,
#sprite-zero-caffeine-free-lemon-lime-soda-20oz-regular,M2UEFYNNWRASSKZLMO5COCQB,Sprite Zero Caffeine-Free Lemon-lime Soda 20oz,Regular,E503392,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,,,,24,,,
#squirt-grapefruit-soda-regular,ODVAPDB275AIR6YZLKFH2FXQ,Squirt Grapefruit Soda,Regular,1588044,,,,,,,78000016406,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#starbucks-frappucino-coffe-13-7-oz-regular,2SQYVRXYM76UX36Z2NJN5BMZ,Starbucks Frappucino Coffe 13.7 oz,Regular,N334651,,Chips > Drinks,Chips > Drinks,,,,1245200,,Physical good,,,,,,,,3.65,,N,,,,,,,11,,,
#starbucks-frappucino-mocha-lite-chilled-coffee-drink-9-5-fluid-ounce-glass-bottle-regular,CMPMDWOTDIHJSC4F4GSLGNJY,Starbucks Frappucino Mocha Lite Chilled Coffee Drink 9.5 Fluid Ounce Glass Bottle,Regular,716197M,,Chips > Drinks,Chips > Drinks,,,,1264904,,Physical good,,,,,,,,2.75,,N,,,,,,,0,,,
#starburst-favereds-fruit-chews-candy-regular,MTG2QCYJVJUUTB2XFG2BUIO4,Starburst Favereds Fruit Chews Candy,Regular,591844H,,Cookies > candy,Cookies > candy,,,,22000280077,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#starburst-original-full-size-fruity-chews-candy-regular,4JUA5T37UY27WUTOTBCLEDCV,Starburst Original Full Size Fruity Chews Candy,Regular,E704036,,,,,,,40000000518,,Physical good,,,,,,,,1.89,,N,,,,,,,0,,,
#starburst-original-full-size-fruity-chews-candy-2-07oz-regular,3KEJWUUJ55CUIGRJTFKX5ANB,Starburst Original Full Size Fruity Chews Candy 2.07oz,Regular,C195603,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.89,,N,,,,,,,36,,,
#starburst-starburst-freezer-pops-10-1-oz--regular,JEKQGGEU27NLYWMDZJZ2EQBA,Starburst Starburst Freezer Pops 10 1 oz.,Regular,4091644,,Ice cream,Ice cream,,,,72392628919,visible,Physical good,,,,,,,,2,,N,,,,N,,,3,,,
#starry-lemon-lime-reg-16-9oz-6pk-regular,KYZDEYDJPEVGMC6OG6O54QBL,Starry Lemon Lime Reg 16.9oz 6pk,Regular,8431865,,,,,,,12000221507,visible,Physical good,,,,,,,,6.69,,N,,,,N,,,,,,
#starry-lemon-lime-zero-sugar-12oz-12pk-regular,7W5OT4PUKLQ3YFHAK5KQBT6N,Starry Lemon Lime Zero Sugar 12oz 12pk,Regular,784277H,,,,,,,12000221637,visible,Physical good,,,,,,,,9.99,,N,,,,N,,,10,,,
#storck-werther-s-original-regular,UZEZQ6STUVL7EJPNJ37357AD,Storck Werther's Original,Regular,X258746,,,,,,,,,Physical good,,,,,,,,2,,N,,,,,,,4,,,
#storck-werther-s-original-1-regular,UF7WIGI5HWUX7OOBXAQQXUU3,"Storck, Werther's Original [a389836]",Regular,A389836,,Candy,Candy,,,,72799037208,,Physical good,,,,,,Y,Y,1.99,,N,,,,,,,-1,,,
#strawberry-fruit-ice-bars-regular,2ZH5FG2BJ5WRGZQT2USKOAQW,Strawberry Fruit Ice Bars,Regular,126282R,,Ice cream,Ice cream,,,,41548841823,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#sunkist-smoothie-bars-2-boxes-regular,HDMBIKNNE7SHJDWAUQ7IBOFG,Sunkist Smoothie Bars 2 Boxes,Regular,464963B,,Chips > Drinks,Chips > Drinks,,,,72392624898,visible,Physical good,,,,,,,,variable,,N,,,,N,,,3,,,
